Order Number,Base SKU,Full SKU,ShipStation Order ID,Create Date,Order Status,Quantity,Item Name,Duplicate Count,Duplicate Group
BUNDLE-TEST-18765-20250611125924-100018,17612,17612 - 250101,187244732,2025-06-11T11:54:36.0800000,cancelled,9,Bundle Test Product: 18765 (Component: 17612),4,BUNDLE-TEST-18765-20250611125924-100018_17612
BUNDLE-TEST-18765-20250611125924-100018,17612,17612,192413199,2025-06-25T18:49:47.9000000,cancelled,9,Bundle Test Product: 18765,4,BUNDLE-TEST-18765-20250611125924-100018_17612
BUNDLE-TEST-18775-20250611125924-100017,17612,17612 - 250101,187235626,2025-06-11T11:28:23.5270000,cancelled,18,Bundle Test Product: 18775 (Component: 17612),4,BUNDLE-TEST-18775-20250611125924-100017_17612
BUNDLE-TEST-18775-20250611125924-100017,17612,17612 - 250101,187242900,2025-06-11T11:48:39.1670000,cancelled,18,Bundle Test Product: 18775 (Component: 17612),4,BUNDLE-TEST-18775-20250611125924-100017_17612
BUNDLE-TEST-18775-20250611125924-100017,17612,17612 - 250101,187244729,2025-06-11T11:54:35.3800000,cancelled,18,Bundle Test Product: 18775 (Component: 17612),4,BUNDLE-TEST-18775-20250611125924-100017_17612
BUNDLE-TEST-18775-20250611125924-100017,17612,17612,192413196,2025-06-25T18:49:46.9100000,cancelled,18,Bundle Test Product: 18775,4,BUNDLE-TEST-18775-20250611125924-100017_17612
BUNDLE-TEST-18785-20250611125924-100016,17612,17612 - 250101,187235620,2025-06-11T11:28:22.7730000,cancelled,45,Bundle Test Product: 18785 (Component: 17612),4,BUNDLE-TEST-18785-20250611125924-100016_17612
BUNDLE-TEST-18785-20250611125924-100016,17612,17612 - 250101,187242894,2025-06-11T11:48:38.5230000,cancelled,45,Bundle Test Product: 18785 (Component: 17612),4,BUNDLE-TEST-18785-20250611125924-100016_17612
BUNDLE-TEST-18785-20250611125924-100016,17612,17612 - 250101,187244720,2025-06-11T11:54:34.7730000,cancelled,45,Bundle Test Product: 18785 (Component: 17612),4,BUNDLE-TEST-18785-20250611125924-100016_17612
BUNDLE-TEST-18785-20250611125924-100016,17612,17612,192413189,2025-06-25T18:49:45.7130000,cancelled,45,Bundle Test Product: 18785,4,BUNDLE-TEST-18785-20250611125924-100016_17612
